/2:28397
"it/1:21125
"may/2:36842
$10/1:10465
$25/1:20876
&amp/6:22329
75,793/1:30797
75,809/1:27168
75,900/1:26032
75,967/1:36836
75-1/2/1:19153
75-100,000/1:23028
75-member/1:28521
75.0/4:17401
75.05/2:29948
75.1/1:32226
75.14/1:17602
75.15/1:30672
75.17/1:35892
75.19/1:24118
75.2/1:27818
75.25,/1:26715
75.27/1:22115
75.3/3:4887
75.39/1:37966
75.4/3:28984
75.49/1:5573
75.53/1:29958
75.58/1:28777
75.6/1:20473
75.68/1:5579
75.7/3:20388
75.8/2:3682
75.89/1:5571
75.95/1:30662
750/29:4531
750,000/16:14348
750,856/1:28070
750/1,000/1:14662
750/750/1:14667
750p/2:39912
751/4:16535
751,000/1:27675
751,563/1:13296
751.8/1:31634
752/3:12799
752,000/1:12140
752,234/2:3024
752,297/3:25203
752.50/1:16534
753/2:207
753,000/2:17452
753,518/1:32260
753,948/1:39266
753.5/2:11045
753.7/1:30234
753.8/1:11669
754,000/2:24482
754.1/1:11098
754.45/1:36743
754.59/2:18880
755/2:16540
755,605/2:42072
756/7:14235
756,000/1:40229
757/4:25703
757.24/2:18879
757.6/1:37979
758,000/2:21005
758,620/1:29424
758,770/1:36032
758p/1:41832
759/6:36169
759.3/1:40079
76/38:8351
76,000/6:22902
76,044/1:39992
76,130,000/1:36990
76,172,000/1:35712
76,300/1:26047
76,340/1:21651
76,371)/1:14946
76,400/1:37870
76,591/1:29087
76,605/1:15012
76,700/1:26031
76,888/2:3022
76-1/8/1:22099
76.09/1:5568
76.1)/1:33562
76.19/1:39923
76.2/2:12314
76.29/1:5578
76.3/4:20629
76.6/3:17137
76.67/1:11273
76.7/3:12518
76.8/1:32218
76.83/1:7479
76.9/4:19968
76.95/1:17613
760/5:21585
760,000/2:25517
760,443/1:35867
760,500/1:17537
760,603/1:9006
760.1/1:20357
760.2/1:15948
761/2:31986
761,000/2:23744
761.3/1:30233
762,000/1:24165
762,860/1:25380
762.5/1:42255
763,000/2:32273
763,071/1:14102
763,331/1:24994
764/2:41266
764,000/1:39517
764,177/1:18848
765/3:15567
765,000/2:27254
765,808/1:34047
765.2/1:23402
766/1:26857
766,000/2:11176
766,066/1:22247
766,185/1:20193
766.0/1:31809
766.9/1:41455
767/1:26247
767,000/1:35361
768,000/3:4560
768,683/2:33828
768p/1:15940
769,465/1:41084
769,539/1:19676
769.60/773.45/1:25310
77/39:2060
77,000/3:8679
77,120/1:36143
77,400/2:22466
77,804/1:22248
77,879/1:34222
77,971,000/1:30945
77-3/8/2:25595
77.0/2:4796
77.00/1:26713
77.1/1:26888
77.2/1:31951
77.3/4:12341
77.4/3:24001
77.6/4:6526
77.60/1:7478
77.7/2:17810
77.72/1:29193
77.8/2:8986
77.9/3:26613
77.98/1:37689
770/3:33042
770,000/1:38895
771,000/1:32713
772,703/1:29423
773,000/2:32828
773,090/1:31873
773,400/1:6198
773,729/1:23666
773.05/776.92/1:25309
774,000/1:3321
774,002/1:21246
774,704/1:22271
774.7/1:27495
775/2:13202
775,000/4:28007
776,000/2:11299
776.0/2:16420
776.6/1:2925
777/3:39834
777,000/2:10687
777,667/1:42265
777.00/780.89/1:13600
777.5/2:34421
778/1:30661
778,000/2:20445
778,197/1:20155
779/1:38951
779,981/1:28903
78/28:3187
78,000/4:9430
78,038/1:34128
78,078/1:29264
78,246/1:20564
78,369,000/1:22601
78,375/1:32139
78,537/1:32248
78,600/1:22280
78,711/1:36033
78-1/4/1:37060
78.0/1:19661
78.1/2:5497
78.10/1:26012
78.2/2:40006
78.3/4:4797
78.32/1:29959
78.4/1:34544
78.45/1:35893
78.6/1:29871
78.7/4:3195
78.8/1:36318
78.84/1:10120
78.9/1:32229
78.93/2:22229
780/2:13282
780,000/3:22786
780,712/1:41147
780.00/783.90/2:13599
780p/1:15936
781,000/1:34338
781.95/785.86/1:17142
782/3:26249
782,000/1:8427
782.50/786.41/2:16245
783,000/2:5044
783,564/1:16962
784/2:39723
784,000/5:9639
784.35/788.27/1:19176
784.50/788.42/1:19175
785/3:205
785,000/7:694
785,800/1:42449
786/1:32950
786,000/1:36335
786.06/1:7203
787,000/4:12304
787,117/1:26811
787,738/1:41063
788/3:26930
788,000/2:11393
788,042/1:39181
788,099/1:33588
788,220/1:30472
788.73/1:37403
789/4:15152
789,300/1:29285
79/24:4960
79,000/7:2417
79,014/1:22711
79,069/1:17669
79,250/2:36852
79,300/1:26030
79,395/1:14089
79,448/1:22710
79,499/1:33129
79,778/1:27822
79-1/8/1:20764
79-7/8/1:39272
79-85/1:17301
79.1/3:19447
79.2/1:28768
79.3/4:5777
79.30/1:37416
79.31/1:37690
79.4/1:32227
79.41/2:34642
79.42/1:37691
79.5/3:30447
79.6/4:10842
79.7/2:18627
79.8/3:13117
79.9/2:29717
79.92/1:37902
790/3:5175
790,000/3:19698
791/2:23155
791,000/1:41721
791.6/1:42405
792/1:32957
792,000/1:30927
793/1:41264
793,000/1:24430
793,459/1:31853
793,700/1:22545
793.3/1:5660
794,000/3:27249
794,711/2:33822
794.3/1:4787
795,000/1:41698
795,522/1:10823
795.8/1:21955
796,413/1:29013
796,613/1:12774
796.24/1:37404
796.4/1:19916
796.8604/2:12840
797,000/1:34988
797,932/1:26823
797.3/1:38013
798/1:5069
798,000/2:11330
798,289/1:42264
798.9/1:34811
799,000/1:41145
799,128/1:39994
799,864/1:17905
7p/1:31424
8/48:2017
8,000/12:6297
8,000)/1:16086
8,000-10,000/1:19692
8,004/1:30174
8,006,000/1:41468
8,008,763/1:33733
8,012,000/1:23331
8,013,000/2:10751
8,027,065/1:19531
8,030,000/1:28085
8,031,000/1:18101
8,032,798/1:13981
8,034,223/1:33732
8,035,326/2:42696
8,036,000/1:20218
8,037,000/1:20594
8,045,493/1:6201
8,050/1:16328
8,052,000/1:37242
8,084,000/3:31889
8,086,000/1:19320
8,094,000/1:691
8,096,000/1:27527
8,097,000/1:27124
8,100/2:24276
8,101,000/1:32014
8,110/1:38458
8,117,095/1:13372
8,131,000/1:36394
8,136,160/1:34327
8,141,150/1:20485
8,142,000/1:30598
8,146,000/1:41542
8,148,000/1:2419
8,157,864/1:19555
8,158,000/1:31650
8,167,401/1:34360
8,168,000/1:784
8,174,652/1:33376
8,177,000/1:39128
8,181/1:24236
8,191,266/1:39717
8,193,455/1:12016
8,199,000/1:37046
8,200/1:41683
8,200)/1:27935
8,202,000/1:35813
8,206,000/1:39044
8,213,449/1:24176
8,219,000/1:36397
8,225,052/1:30636
8,225,999/1:17992
8,226,577/1:27393
8,231,000/1:20221
8,246,849,000/1:12073
8,250/1:5543
8,250,003/1:30936
8,250,222/1:1080
8,251,136/1:19684
8,257,000/1:37811
8,265,541/1:34023
8,270,947/1:20660
8,273,913/1:34131
8,279,665/1:8066
8,282,480/1:6200
8,285/1:15623
8,286,000/1:36448
8,294,000/1:6174
8,300/1:17650
8,300,000/1:10948
8,302,000/1:38109
8,308,000/1:13768
8,310,000/1:14995
8,312,000/1:30350
8,328/1:31379
8,329,492/1:9014
8,333,000/1:40557
8,334,000/1:23676
8,344,000/1:33541
8,349,000/1:41761
8,363,000/1:18837
8,367,000/2:19749
8,371,000/1:34044
8,377,000/1:40555
8,387,802/1:41073
8,400,000/1:5040
8,402/1:29564
8,403,562/1:28176
8,405,000/1:22847
8,408,000/1:23869
8,412,822/1:39602
8,413,000/1:37919
8,430,000/1:27415
8,441,000/2:41748
8,451,578/1:41067
8,458,000/1:18003
8,459,000/1:14025
8,462,000/1:20487
8,464,000/1:19902
8,469.5/1:5561
8,474/1:30059
8,492.1/1:21381
8,500/3:13359
8,500,000/2:16263
8,507/1:26980
8,510,004/1:15140
8,515,000/1:24416
8,517,000/2:41747
8,519,677/1:10979
8,520,000/1:37206
8,531/1:26976
8,536,000/2:33814
8,539,000/1:9642
8,545,000/1:35815
8,548/1:26977
8,570,000/2:26786
8,577,853/3:27275
8,600,000/1:2035
8,610,068/1:18821
8,612,000/1:28534
8,614,000/1:21198
8,617,000/1:12097
8,626,000/1:24013
8,637,000/3:1624
8,641,000/1:32629
8,645/1:25107
8,645,289/1:34389
8,660,000/1:16339
8,664,000/1:28173
8,689,008/1:19532
8,696,000/1:30847
8,700/1:15314
8,705,000/2:19770
8,710,000/1:24189
8,736,000/1:39158
8,743,000/1:34944
8,745,132/2:42701
8,748,000/1:40480
8,750,024/1:29146
8,758,000/1:14271
8,781,000/1:30926
8,785,918/1:34130
8,787,000/2:39140
8,787,977/1:39787
8,793,000/1:37194
8,797/1:13310
8,800,000/1:10975
8,801,000/1:23419
8,804,397/1:11676
8,804,899/1:21852
8,807,000/1:40201
8,807,709/1:39791
8,808,323/1:39601
8,809,000/1:33625
8,811,000/1:21268
8,811,142/1:18844
8,812,432/2:24468
8,824,000/2:14806
8,834,000/1:8634
8,840,000/1:18005
8,843,000/1:28626
8,850,000/1:39219
8,850,656/1:40280
8,862,000/1:12258
8,863,000/1:11056
8,863,945/1:40274
8,864,000/1:1592
8,866/1:31838
8,866,000/1:41607
8,868,000/1:41694
8,870,035/1:16187
8,871,874/1:20190
8,872,000/1:37786
8,877,000/1:23177
8,889,000/2:26785
8,894,000/2:729
8,900/1:29200
8,900,000/2:33571
8,903,000/1:32627
8,919,000/1:31649
8,926,000/1:42172
8,926,909/1:32443
8,928,000/1:21762
8,932,000/1:23653
8,934/1:15056
8,937,000/2:20621
8,939,390/1:34326
8,939,955/1:27344
8,941,000/2:13234
8,954,000/1:28954
8,954,904/1:13373
8,958,100/1:40279
8,963,097/1:18189
8,966,000/1:22850
8,967,719/1:40273
8,974,355/1:14481
8,977,000/1:26889
8,982,754/1:21851
8,991,000/1:26774
8,991,184/1:14484
8,994,000/1:28783
8-1/2/3:25299
8-1/3/1:31669
8-1/4/3:15068
8-1/8/1:42375
8-10/1:31329
8-16/2:3880
8-3/4/9:21641
8-3/8/1:21638
8-5/8/1:25855
8-9/2:39406
8-k/2:24627
8-mm/1:34628
8.0/29:3701
8.0-billion-dlr-a-year/1:38205
8.00/4:26019
8.03/1:30078
8.05/3:15207
8.06/2:3784
8.0p/1:34541
8.1/17:8331
8.10/3:30586
8.11/2:18453
8.14/9:3779
8.16/4:24972
8.17/2:8345
8.18/2:34112
8.19/1:29060
8.1p/1:26541
8.2/21:767
8.21/3:8565
8.22/1:25044
8.24/1:16716
8.25/5:7607
8.25-to-8.50/1:27350
8.25p/2:26653
8.26/1:29209
8.27/1:33104
8.28/1:33870
8.2p/2:28541
8.3/34:4265
8.30/1:22423
8.31/1:40252
8.32/1:31413
8.33/1:2927
8.35/4:25283
8.36/3:30087
8.37/1:9300
8.38/3:18679
8.39/1:17586
8.4/21:3814
8.40/1:38943
8.41/1:42206
8.43/3:6274
8.442/1:18452
8.45/2:20233
8.48/2:33109
8.4p/1:28611
8.5/37:5057
8.50/9:17885
8.51/4:30098
8.52/4:19995
8.53/1:40946
8.54/5:23052
8.573/1:41055
8.59/1:36105
8.5p/1:34571
8.6/23:5534
8.60/1:42132
8.61/3:3788
8.62/1:37688
8.63/1:15155
8.64/1:36415
8.65/2:22428
8.7/17:6267
8.71/1:31525
8.73/2:9770
8.75/4:14169
8.7p/2:10117
8.8/25:5678
8.81/3:8831
8.83/2:3815
8.84/1:21395
8.85/1:28961
8.87/3:23805
8.88/1:21572
8.880/1:19815
8.8p/1:41258
8.9/20:5308
8.90/1:23984
8.91/1:22105
8.94/2:3790
8.96/1:21385
8.99/1:37906
8/10/1:26958
8/16/2:18229
80/151:932
80,000/16:11306
80,109/2:14970
80,333/1:30997
80,359,978/1:29818
80,460/1:42771
80,498/1:22707
80,499/1:33831
80,500/1:34557
80,629/1:16525
80,640/1:41062
80,725/1:36553
80-1/2/2:40846
80-1/8/1:35425
80-85/1:33882
80-mln/1:40986
80.0/1:32223
80.00/2:34671
80.07/1:10128
80.1/1:32217
80.2/4:23644
80.3/2:25735
80.4/3:13767
80.5/3:32234
80.6/2:19712
80.7/3:11668
80.71/2:42348
80.8/2:32228
80.9/2:32015
800/58:3627
800)/1:28275
800,000/36:5318
800,000)/1:8575
800.7/2:16951
800/liner/1:14584
800p/1:15932
801,000/4:2061
802/1:28524
802,000/2:20616
802.8/2:28228
803,000/1:27968
803,085/2:33823
804.3/1:20356
805,754/1:2260
806,278/1:16963
8067.90/1:5833
807/1:28570
807,000/1:8778
809,000/4:7946
809,243/1:34208
80th/1:37424
81/34:7061
81,000/2:30881
81,001/1:32928
81,356/1:36145
81,358/1:23020
81,492/1:10676
81,558/1:36034
81,600/1:2507
81,629/1:24999
81,648/1:24227
81,725/1:42860
81,963,040/1:29821
81-3/4/1:14032
81.0/1:26559
81.02/1:35896
81.1/2:32313
81.2/1:32221
81.3/5:6996
81.4/1:32220
81.40/1:22431
81.47/1:10130
81.5/4:3767
81.7/5:22584
81.8/1:41140
81.9/5:19935
810/1:9677
810,000/1:36076
810.89/1:33126
811,836/1:42924
812,000/1:34368
812,045/1:32699
813/1:36191
813.0/4:3648
813p/1:7003
814,000/1:24535
814.2/1:29873
815,000/1:28087
815,167/1:36934
815-passeng/1:25835
816/1:21311
816,000/1:16135
816,395/1:33650
816,727)/1:29558
816.1/1:42601
817/1:22757
817,000/2:10581
817,856/1:39993
818,000/1:9078
818,723/1:42063
819/3:29576
819,000/2:29124
819.6600/1:12839
819p/1:31639
82/37:782
82,000/4:13399
82,034/1:6016
82,210/1:36554
82,900/1:25542
82-1/4/1:25887
82-88/1:17302
82.0/2:31939
82.1/2:11391
82.19/2:34565
82.2/6:16789
82.3/1:15458
82.36/1:9778
82.38/1:39921
82.4/1:31533
82.5/3:26505
82.6/2:32235
82.7/2:8639
82.8/1:10358
82.9/2:17876
820/1:40729
820,000/1:38562
820,400/1:42447
820,484/1:27391
821,000/2:4455
821,979/1:32129
821.2/2:5093
822/2:18104
822,378/1:24222
823,000/1:36249
823,988/1:39755
823.3/1:4786
823.8/1:19124
824,000/2:23775
824,554/2:39244
824.3/1:42085
825/2:5075
825.0/1:42404
825.1/1:27494
826,000/1:25886
827/2:30702
827,000/1:39119
827,748/1:29844
827.5/1:13764
827.9/1:28476
828,000/1:2488
828.8/1:5661
829,000/3:13699
829,737/1:17670
829,747/1:17942
829p/1:15928
83/45:2396
83,000/5:22872
83,045/1:36459
83,100/1:42001
83,200/1:33705
83,231/1:34558
83,422,435/1:29820
83,700/1:34559
83,750,000/1:36989
83,916/1:30552
83-1/8/1:33593
83-3/4/1:1484
83.0/3:8772
83.1/1:39027
83.2/5:779
83.3/3:31073
83.4/2:27088
83.6/1:32222
83.68/1:40408
83.79/1:41208
83.8/2:20902
83.92/2:22228
830/1:5076
830,000/3:33694
830.2/2:26756
830.3/1:10892
830.4/1:21745
830p/1:7004
831/2:36417
831,000/1:34367
831,901/1:36764
833,000/2:34280
833p/1:31641
834/1:28812
834,000/1:29854
835,000/2:12095
835,010/1:27163
835.7/1:12233
836/1:40571
836,327/1:34324
837/1:30740
837,000/1:21138
837.79/1:4153
838,000/1:14725
838,069/1:19647
838,416/1:25016
838,690/1:35076
839)/1:16869
839.3/1:31633
84/21:2798
84,000/4:27247
84,037/1:40028
84,203/1:8947
84,250/1:35905
84,300/1:19857
84,400/2:32563
84,694/1:24250
84,960/1:22706
84-1/8/1:42815
84.0/3:28584
84.09/1:870
84.1/2:13545
84.4/4:10359
84.5/1:42513
84.6/2:13665
84.7/1:16791
84.78/1:21458
84.8/3:12135
84.9/6:23798
840/4:10020
840,000/2:10099
840,075/1:32261
840,440)/1:14920
840,484/1:12290
841/1:30326
841,000/2:10976
841,511,dlr/1:34037
841,887/1:30617
841,893/1:33997
841,908/1:8925
841.4/1:14764
842/2:4056
842,000/2:29496
842p/1:40113
843/2:9676
843.9/1:27417
843.90/1:20120
844.0/1:39322
844.2/1:30943
844.30/1:20119
845,000/1:14471
845.50/1:20121
846,253/1:39308
846.05/1:19136
846.90/1:10040
847/1:42373
847,000/1:32106
847,609/1:39344
848,600/1:24002
849,000/3:20858
849,180/2:31707
85/60:2919
85,000/12:2427
85,198,853/1:9455
85,500/1:25560
85,595/1:34564
85,731/1:41858
85-15/1:26628
85.0/4:14875
85.1/2:40314
85.2/3:17880
85.3/3:33422
85.3p/1:40071
85.4/7:18987
85.44/1:39917
85.52/1:40409
85.6/1:10632
85.7/2:10841
85.8/1:8717
85.9/4:3191
850/11:4985
850,000/7:19803
851,000/1:22690
851,776/1:34200
851.3/1:7352
852,000/4:35023
852.72/1:39854
853/2:30741
853,000/4:14709
853,891/1:24177
854/1:24124
854,000/7:11083
854,194/1:33497
855,000/3:24387
855,768.75/1:17462
856/2:17922
856,000/1:33621
856.50/1:16541
857,006/1:531
858/2:21312
858)/1:29580
858.8/1:39026
859/1:23971
859.1/1:35171
86/24:4128
86,000/4:12388
86,216/1:39989
86,383/1:24998
86,456,000/1:13072
86,469/1:29116
86,612/1:15093
86,959/1:7227
86.09/1:36069
86.19/1:871
86.2/1:18513
86.3/3:10277
86.4/2:23141
86.5/1:39698
86.50-87.25/1:19334
86.6/4:19846
86.7/2:36472
86.7-r/1:13544
86.8/2:23290
86/87/2:2066
860/2:12876
860,000/2:8367
860p/1:40114
861,000/2:1983
861.2/1:12429
862/1:42231
862,500/1:18851
862.0/1:42559
863,000/4:12195
864,000/1:34363
864.1/1:16956
864.4/1:41423
865,000/3:26790
865.3/1:42602
865p/1:40112
867/1:15566
867,000/2:8095
868,000/2:32810
868,117/1:18082
868,700/1:17454
868.6/1:30385
869/1:40390
87/34:4127
87,000/4:12389
87,259/1:13300
87,350/1:25785
87,449/1:35266
87,619/1:24247
87,980/1:24251
87.0/8:5414
87.1/1:32116
87.2/1:39804
87.3/3:18803
87.4/1:29219
87.4)/1:33551
87.47/1:36072
87.5/1:16342
87.50/4:25307
87.7/1:27073
87.8/2:40307
87.80/1:40414
87.9/1:11818
87/88/2:15682
870/1:16212
870,000/7:11392
870,100/1:27711
870.2/1:37989
870p/1:8980
871,000/4:726
872/3:10902
872,000/1:31394
872,272/1:35774
872.0/1:33546
872.3/2:34087
872.5/1:15302
874,000/1:33572
874.0/1:16955
875/1:42808
875,000/9:11763
875,692/1:35027
875.59/1:7814
875.6/1:20470
876/2:30669
876,000/1:38533
877/1:35506
877,000/2:35624
877.4/1:35135
877p/1:42379
878,484/1:34792
879/2:16628
879,000/1:33349
879.4/1:41178
88/21:9308
88,000/6:8149
88,300/1:27940
88,494/1:25571
88,580/1:26297
88,785/1:18560
88,819/1:32347
88,843/1:33647
88,974,000/1:22325
88-1/2/1:1465
88-1/4/1:17198
88-3/8/1:42814
88.1/1:34782
88.2/3:30313
88.4/1:15514
88.5/1:18988
88.6/1:39662
88.67/4:39894
88.7/3:30170
88.81/1:21460
88.9/3:24919
88.90/1:34651
880/4:11092
880,000/3:4963
881,000/2:37501
881,082/1:23061
881,778/1:24223
882,000/2:39124
882,507/1:8426
882,869/1:16186
883,000/1:28044
884/1:6889
884,000/1:28004
885/1:22633
885,000/1:28003
885.2/1:36986
885p/1:8979
886/1:21238
886,937/1:29215
887,000/2:25879
887,886/1:42247
887.5/1:14762
887.76/1:37423
888/4:21313
888,000/2:8774
888p/1:42380
889,000/1:35410
889,679/1:39594
889.2/1:41175
889.22/1:21461
889.5/1:41176
889.50/1:15754
89/33:917
89,000/3:8894
89,255/1:33494
89,351/1:10290
89,450/1:25782
89,478/1:42918
89,594/1:19887
89,687/1:34125
89,844/1:41857
89,900/2:25528
89,957/2:14968
89-123/2:13588
89-174/1:17304
89-360/1:17303
89.0/2:22341
89.1/2:30317
89.2/1:21443
89.3/1:30314
89.32/2:36167
89.4/1:37192
89.5/2:10531
89.6/1:40119
89.7/2:26194
890/3:7049
890,000/2:25214
890,138/2:16442
891,000/1:27140
891.2/1:41180
892/1:10668
892,000/2:23360
892,323/1:29216
892,700/1:21647
892.5/1:41179
892p/1:16624
893,612/1:8995
893.0/1:13666
893.7/1:13524
894,362/1:2259
895/3:15815
895,000/2:20281
896,000/1:23901
896,718/1:38816
897/2:24608
897,000/1:15513
897,925/1:34036
897,949/1:21255
897.1/1:37837
897.9/2:6696
897.96/1:37422
899,000/1:34837
899.1/1:36919
89th/1:7779
8am/1:34383
8p/2:26557
9/60:5724
9)/1:27621
9,,100/1:5478
9,000/18:2510
9,020,000/1:5440
9,021,835/1:34981
9,025,000/1:41897
9,037,596/1:11911
9,047/1:14930
9,049,000/1:22845
9,055,000/2:38115
9,059,600/1:5439
9,064,000/1:32358
9,085,222/1:36671
9,091,000/1:35363
9,091,688/2:16475
9,099,767/2:31709
9,100,000/2:33642
9,105,952/1:12243
9,117,311/1:19683
9,122,000/1:34880
9,122,722/1:32888
9,123,041/1:27290
9,127,000/1:20643
9,140,000/1:28190
9,163,141/1:20279
9,168,000/1:35529
9,168,522/1:14480
9,174,000/3:23866
9,200,000/3:17224
9,202,000/1:38910
9,205,000/1:19766
9,214,000/2:20446
9,215,300/1:31836
9,215,836/1:31769
9,220,000/1:28784
9,232,000/1:33624
9,237,296/1:1143
9,245,247/2:42695
9,246,000/1:5954
9,249,000/1:23675
9,250,000/1:13223
9,252,000/1:33734
9,259,000/1:33527
9,262,000/1:19303
9,265,457/2:16479
9,270,000/1:28782
9,271,000/1:5918
9,271,541/1:35776
9,275,000/1:30362
9,282,000/1:28787
9,283,000/1:13962
9,288,996/1:41069
9,290,000/1:41131
9,300/1:25544
9,300,000/1:19443
9,304,466/1:39577
9,305,000/1:39315
9,309,394/4:25237
9,310,000/2:728
9,312,000/1:19608
9,313,000/1:37789
9,315,000/1:29346
9,321,000/2:10643
9,333,000/2:22771
9,342,000/1:20271
9,343,228/1:24175
9,348,000/1:26784
9,349,000/1:22849
9,351,000/1:27479
9,352,000/1:22844
9,362,000/1:10927
9,362,197/1:8059
9,362,379/1:24191
9,368,000/1:39197
9,377,000/1:8421
9,379,000/1:34405
9,381,000/1:7924
9,382,000/1:8603
9,394,000/1:28786
9,396,000/1:28781
9,400,000/4:31893
9,413,304/1:10701
9,414,000/1:17947
9,421,000/1:19607
9,427,000/1:38095
9,437,270/1:37592
9,438,425/1:1133
9,443,000/1:21761
9,444,000/1:8422
9,450,000/3:10652
9,455,000/1:35656
9,457,000/1:33613
9,476,000/2:35362
9,478,000/1:37286
9,479,000/1:39401
9,489,000/2:32394
9,494,570/1:20495
9,498,000/1:19590
9,500/2:5580
9,500,000/3:11078
9,500/11,000/1:14554
9,510,000/1:32495
9,514,115/1:32442
9,515,000/1:23594
9,526,287/1:24190
9,530,000/1:23178
9,534,633/2:25320
9,537,043/1:12254
9,543/1:18795
9,547/1:18796
9,549,308/1:20191
9,554,658/1:15250
9,556/1:18797
9,560,000/2:13959
9,561,000/1:41560
9,562,000/1:37699
9,576,000/1:34045
9,581,406/1:20590
9,585,000/1:27434
9,589,000/1:26783
9,592,000/1:37810
9,593,000/1:33623
9,599/1:18798
9,600/1:24778
9,600,000/1:36888
9,603,000/1:32097
9,604,474/1:39790
9,649,000/1:19903
9,659,000/2:32047
9,666/1:27587
9,669,000/1:14027
9,675,355/1:13745
9,683,392/2:8380
9,689,000/1:19906
9,695,444/1:12253
9,699,535/1:4189
9,700,000/1:36447
9,704,000/1:32652
9,724,418/1:42249
9,726,000/1:36797
9,729,000/1:19748
9,733,000/1:32548
9,755,000/1:33372
9,755,018/1:27337
9,759,000/1:29666
9,761,000/1:18086
9,767,000/2:30764
9,771,000/1:37241
9,775,000/1:31070
9,782,818/1:37591
9,791,671/1:30374
9,800,000/1:27853
9,802,000/1:2508
9,817,000/1:21860
9,824/1:28655
9,827,784/1:10739
9,831,097/1:30379
9,834,578/1:19454
9,838,000/1:27250
9,841,204/1:24646
9,847/1:21655
9,848,000/1:21068
9,850,000/1:27421
9,864,000/1:20438
9,879/1:8384
9,883,000/2:16992
9,886,000/1:32659
9,891,000/1:21267
9,899,000/1:17948
9,899,038/1:39182
9,900,000/2:22694
9,903,000/1:31760
9,905,528/2:33755
9,909,000/2:38119
9,918,413/2:8379
9,920,000/1:42173
9,922,000/1:40862
9,933/1:4142
9,943,000/2:9090
9,949,000/1:22864
9,950/1:34968
9,950,000/2:22923
9,957,200/1:22546
9,972,379/1:10700
9,980,000/1:29255
9-1/2/4:25936
9-1/4/4:28158
9-10/1:38429
9-11/16/7:15954
9-13/16/23:4535
9-15/16/1:37506
9-15/4/2:14551
9-3/16/1:39051
9-3/4/11:4536
9-5/8/1:35011
9-7/8/22:4533
9-9/16/1:41631
9-septemb/1:26097
9.0/16:6259
9.06/3:32954
9.08/1:36009
9.09/1:18738
9.0p/1:38836
9.1/25:11635
9.10/2:30077
9.11/4:11132
9.1250/1:37628
9.14/1:17584
9.15/2:28179
9.16/2:3812
9.18/1:21283
9.19/1:28702
9.2/13:7173
9.20/2:30295
9.212/1:19814
9.22/1:24541
9.223/1:35840
9.25/3:29612
9.26/4:4803
9.27/4:38679
9.28/1:25448
9.2p/2:28540
9.3/8:2270
9.31/2:12077
9.3157/2:16843
9.32/2:32953
9.33/1:33062
9.34/1:18552
9.3456/2:4876
9.35/2:33002
9.36/1:17587
9.3657/1:30282
9.37/1:32952
9.4/22:333
9.42/2:12394
9.43/1:28703
9.45/1:41290
9.47/1:4802
9.48/1:17581
9.49/1:5108
9.5/29:7793
9.50/7:11773
9.51/1:26143
9.5195/1:17022
9.5261/3:16814
9.53/1:22439
9.54/3:12863
9.55/2:31371
9.58/2:3813
9.59/1:28720
9.5p/1:34540
9.6/27:10570
9.60/1:31040
9.61/1:6275
9.63/1:12782
9.65/1:12862
9.67/3:5684
9.68/1:23294
9.6p/1:10269
9.7/25:2874
9.706/1:9122
9.71/2:5683
9.72/4:28699
9.75/1:20780
9.75p/1:36185
9.77/1:12861
9.8/35:4730
9.80/2:22829
9.82/1:25066
9.828/1:28010
9.86/1:31374
9.88/1:2926
9.9/35:3175
9.9-mln-dlr/1:41056
9.91/3:10151
9.92/3:12819
9.95/1:9010
9.98/1:33639
9.99/4:4034
9/12/1:7575
9/16/1:35012
90/96:3963
90,/1:33266
90,000/15:1966
90,400/1:42002
90,470/1:30931
90,500/1:28081
90,501/1:17106
90,656/1:10667
90,680/1:21652
90,875/1:27398
90,944/1:13299
90-1/2/2:27301
90-100/1:17171
90-120/1:22393
90-day/6:8438
90-minut/1:29876
90.0/1:40118
90.00/1:35240
90.2/4:38831
90.25/13:4962
90.3/2:26483
90.4/3:3194
90.5/3:39237
90.50/1:34687
90.6/4:8718
90.8/3:33543
90.9/2:15755
90.94/1:39924
90.95/1:34643
900/25:8347
900,000/23:1191
900,334/1:42760
901,000/6:5437
901,648/1:8675
902/1:31326
903,000/1:10650
903.2/1:41177
904/1:36107
904,00/1:8683
904,000/2:30263
905/1:21309
905.5/1:25666
906/2:23160
906,000/1:16448
906,034/1:19034
906.0/1:37978
906.2/2:4605
906.7/1:38014
907/1:26037
907,542/1:27231
907.36/1:19137
908.50/1:15764
909,000/1:30585
909,158/1:11852
909.4/1:20924
909.7/1:6701
91/23:10333
91,000/4:22080
91,045/1:42058
91,157/1:4137
91,360,000/1:15266
91,381/1:22275
91,898/1:4184
91,980/1:14094
91-compani/1:14329
91-day/4:7095
91.00/1:25787
91.06/1:40405
91.09/1:553
91.1/1:30303
91.2/2:38898
91.4/1:27017
91.6/5:14131
91.7/2:915
91.8/2:28210
91.9/3:24614
910,000/4:2070
911/1:36322
911,000/2:19004
912/2:8840
912,000/2:29381
912,147/1:35806
912.8/1:17239
913,000/2:15984
913,136/1:33496
913.28/1:7202
914/1:36129
914,000/1:18968
914.1/1:40788
915,000/1:31393
915,911/1:30651
915.3/1:5961
916/1:19397
916,000/1:32683
917,000/1:40187
917.4/2:34088
918,000/3:15823
919,000/2:14726
919,337)/1:20605
92/39:926
92,000/1:36573
92,075/1:18849
